Depth (ft),%Na,%Mg,%Al,%Si,%P,%S,%K,%Ca,%Ti,%Mn,%Fe,V ppm,Cr ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,As ppm,Pb ppm,Th ppm,Rb ppm,U ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Quartz,Dolomite,Illite,Calcite,Gypsum,Microclin,Albite,Pyrite,Kaolinite,Modeled Quartz,Modeled Dolomite,Modeled Illite,Modeled Calcite,Modeled Gypsum,Modeled Microclin,Modeled Albite,Modeled Pyrite,Modeled Kaolinite
5709.3330000000005,0.3115,1.9558,6.3455,20.2754,0.0614,1.2455,1.9052,13.261,0.2832,0.0183,1.8969,4,98,8,32,12,23,11,10,13,8,97,7,240,28,221,10,9,,,,,,,,,,21.638172,14.9721365,6.788042,37.894524,8.571167,5.8967853,3.4221616,4.597143,3.321937
5709.6669999999995,0.3573,0.9507,8.3189,23.6478,0.028999999999999998,1.2366,2.7559,6.6726,0.4199,0.0205,2.0046,30,98,8,33,11,29,15,3,11,10,135,4,183,29,207,10,10,20.6,10.8,6.0,40.4,6.3,4.8,2.8,4.9,3.4,26.435493,13.1880245,7.155883,27.137077,8.501703,6.1676636,3.4123545,4.4119287,3.31052
5710.0,0.3337,1.5554,6.2461,18.4832,0.0474,1.1296,1.8859,13.5969,0.3084,0.0179,1.868,17,82,6,46,14,24,11,7,11,9,111,1,256,30,212,10,10,,,,,,,,,,19.21761,12.997593,6.3844075,40.103897,8.144019,5.655517,3.333004,4.352644,3.3974023
5710.3330000000005,0.3364,1.3146,8.5304,23.6353,0.0401,1.0825,2.9294,6.3009,0.4312,0.0203,2.0106,12,112,5,30,10,30,16,4,11,11,151,2,173,28,209,11,8,25.8,11.5,6.5,32.4,7.8,5.0,3.4,5.2,2.3,26.411463,13.781318,7.110559,26.335602,8.340817,6.1999245,3.5139813,4.6663475,3.106457
5710.3330000000005,0.4022,1.8492,6.4928,22.4123,0.0423,0.9647,2.0925,10.6265,0.3071,0.0201,1.8209,7,93,5,32,11,22,12,7,11,8,102,7,182,31,234,11,20,,,,,,,,,,24.728365,16.532732,7.0549164,30.40576,8.838182,6.012575,3.1975043,4.0747128,3.4763598
5710.6669999999995,0.3741,1.2172,6.7071,22.4474,0.0457,0.7133,2.1233,11.2626,0.3073,0.0201,1.5995,35,106,5,34,13,24,13,3,10,9,112,8,198,34,232,12,16,26.0,9.7,6.5,34.7,7.6,5.0,2.7,5.2,2.6,24.11257,13.401416,7.074903,33.948208,8.934247,5.8812633,3.164794,4.1036086,3.52031
5710.6669999999995,0.3282,1.7716,7.7144,20.9055,0.0361,1.4346,2.3807,9.6728,0.3692,0.0188,2.116,36,85,5,36,13,31,14,9,13,9,116,5,193,31,213,9,12,,,,,,,,,,24.908863,14.356562,7.0159545,31.320345,8.748087,6.536629,3.3293812,4.062372,3.2456422
5711.0,0.4112,0.9572,6.8509,22.2023,0.078,0.8239,2.1892,9.2752,0.3413,0.0195,1.6734,0,103,5,32,11,19,12,5,11,9,110,12,902,8,225,12,9,,,,,,,,,,24.769426,12.755719,6.9544983,29.7558,8.718881,5.9150786,3.0008366,3.716358,3.436326
5711.0,0.3804,1.2405,5.5762,22.3309,0.0608,0.7558,1.8449,10.8764,0.3075,0.0207,1.4269999999999998,19,108,6,28,15,20,10,3,10,7,89,7,313,28,263,12,13,,,,,,,,,,23.556925,14.195115,6.841184,30.806952,8.610147,5.4429274,2.951723,3.9737842,3.3681087
5711.3330000000005,0.3785,0.6715,6.6097,20.4053,0.3915,0.5316,2.1614,10.1948,0.2987,0.0212,1.3829,62,111,9,75,46,63,29,7,18,16,123,91,8300,0,9,28,0,26.4,10.9,6.8,31.1,9.7,6.0,2.7,3.1,3.3,21.760992,11.422319,6.501022,32.48981,8.276816,5.4469013,2.8593657,3.4741046,3.5913126
5711.3330000000005,0.3498,1.2776,6.5247,22.8122,0.052000000000000005,0.8897,2.1686,9.5464,0.32,0.0204,1.5338,27,108,4,31,11,28,14,5,11,9,112,4,251,27,243,13,12,27.8,9.4,7.1,29.5,10.2,5.2,2.8,3.4,4.6,24.936052,14.28035,7.004449,29.089458,8.706544,5.754333,3.0509472,4.0036254,3.3540595
5711.6669999999995,0.3159,1.5993,6.7979,20.4765,0.4539,0.6136,2.1593,11.2356,0.3199,0.0207,1.3812,35,118,10,85,58,77,34,11,31,17,112,119,11359,0,0,31,0,,,,,,,,,,22.081095,13.202662,6.648814,33.896915,8.386084,5.641501,3.1184537,4.143088,3.2321293
5711.6669999999995,0.4027,0.7875,5.2349,26.0098,0.0659,1.0914,1.9055,7.886,0.3547,0.0222,1.4580000000000002,0,126,8,41,13,29,13,6,11,8,94,5,739,15,335,14,22,,,,,,,,,,25.692993,16.1425,7.0526776,23.982504,8.310919,4.890365,3.091272,4.6127667,3.3974965
5712.0,0.3434,0.9577,5.433,23.7639,0.6819,0.4502,1.7002,8.0164,0.2917,0.0225,1.1819,32,121,10,72,50,65,29,12,23,14,74,122,10772,0,64,32,0,,,,,,,,,,23.784794,14.872268,6.6253734,23.879686,7.977533,4.6918855,2.818844,4.1086054,3.2662847
5712.3330000000005,0.3354,1.3693,5.2487,23.7355,0.8036,0.5629,1.6269,8.4578,0.2843,0.0231,1.2605,57,134,6,72,45,58,29,6,14,14,83,110,9534,0,91,32,0,33.8,10.1,6.0,27.8,9.4,5.2,3.1,2.3,2.2,23.65899,17.077944,6.629286,23.514765,7.983967,4.7006845,2.878088,4.16409,3.3678734
5712.6669999999995,0.3112,1.66,2.5113,19.0382,0.3161,1.9484,0.9615,14.805,0.1791,0.0205,1.0542,60,97,7,37,29,29,12,7,11,6,39,52,4054,0,148,17,8,,,,,,,,,,17.423042,17.112423,5.9756775,35.058983,7.596649,4.1343217,2.829434,4.3821406,3.2687294
5713.0,0.3974,1.5182,3.3728,22.0272,0.1631,0.5486,1.1653,11.2521,0.2268,0.0222,1.5148,47,93,7,29,18,20,10,6,10,6,56,31,2327,0,201,14,10,,,,,,,,,,21.73586,17.431053,6.3946805,26.87589,8.057373,4.7257195,2.6969433,3.7319672,3.4184747
5713.3330000000005,0.3926,1.9995,2.9349,22.6825,0.3605,0.3313,1.0497,9.4326,0.1751,0.0229,1.5136,109,112,4,42,28,42,17,11,15,8,44,65,6083,0,132,19,0,,,,,,,,,,21.195274,21.30647,6.092396,20.423128,7.3734365,4.1370955,2.6879697,3.902871,3.4215026
5713.6669999999995,0.4696,0.1612,3.8484,23.3547,0.047,0.5488,1.3714,9.2865,0.2125,0.0219,1.1254,40,105,8,24,10,7,6,1,7,6,66,4,239,30,203,9,9,34.2,15.3,3.7,22.8,8.9,6.6,2.3,2.7,3.3,23.136917,11.890831,6.538565,25.904829,8.116166,4.5122514,2.505959,3.6819289,3.2050877
5714.0,0.5099,0.3912,4.2288,26.6113,0.0586,0.6973,1.5172,5.9662,0.2485,0.0223,1.4555,60,109,3,24,11,7,6,6,9,6,70,4,155,32,241,10,15,,,,,,,,,,24.514723,16.083233,6.6220465,18.704107,7.4767385,4.0261836,2.9288533,4.7290244,3.209505
5714.3330000000005,0.3198,0.1135,3.5771,10.482999999999999,0.0,0.7885,1.0127,20.7012,0.2102,0.0154,1.5090000000000001,0,50,6,28,12,27,11,7,11,8,97,11,251,24,165,10,13,,,,,,,,,,6.616015,7.6510606,4.673492,54.924835,6.5103154,4.0871634,3.142614,3.8371217,4.1182575
5714.6669999999995,0.1823,0.0,1.2774,4.3845,0.2072,0.7599,0.5192,32.0685,0.0649,0.0144,0.8978,38,18,7,29,25,28,10,8,11,5,25,36,3201,0,0,10,0,,,,,,,,,,3.1620467,5.2973886,4.482917,63.763218,6.619818,4.6792045,3.849629,4.3665776,4.2912626
5715.0,0.3078,0.35200000000000004,1.72,6.6246,0.0,0.5178,0.6706,29.0529,0.0919,0.0146,0.9955,13,32,8,19,14,24,5,6,10,4,27,0,400,22,64,3,2,4.0,6.8,4.9,59.8,7.4,5.3,4.7,3.6,3.5,4.248995,6.5480294,4.5909257,61.19496,6.667259,4.3469777,3.6484916,4.4816422,4.040587
5715.3330000000005,0.2119,0.42200000000000004,0.659,3.6181,0.0234,0.2187,0.3381,33.5168,0.0362,0.0143,0.8677,36,17,7,17,16,16,7,3,8,4,29,11,1527,0,1,5,0,,,,,,,,,,2.6229887,5.486294,4.3520646,63.56751,6.4124885,4.8119025,3.9890282,4.5957,4.027987
5715.6669999999995,0.1866,0.9116,0.9366,3.5497,0.1403,0.5024,0.3374,33.0699,0.0392,0.0146,0.8277,37,21,8,23,23,18,11,4,8,5,23,10,3171,0,0,10,0,,,,,,,,,,2.8940885,6.397919,4.3997912,62.86661,6.4673796,4.670372,3.9794452,4.8995457,3.7096832
5716.0,0.2312,0.8304,0.4889,3.5662,0.0249,0.2689,0.2608,33.085,0.0345,0.0146,0.8912,41,21,5,16,19,13,7,2,6,4,20,4,1204,3,16,5,0,3.2,11.5,5.1,55.2,6.8,6.4,3.8,5.1,2.7,2.7029562,6.17126,4.3139653,62.17728,6.3389263,4.6623445,3.953632,4.819202,3.6838086
5716.3330000000005,0.1873,0.2575,0.7702,3.8486,0.046,0.1978,0.3377,33.2637,0.0417,0.0148,0.8206,59,17,6,30,22,25,8,11,11,5,34,16,2475,0,0,9,0,,,,,,,,,,2.6785161,5.2621875,4.363522,63.586906,6.4308877,4.774934,3.9467866,4.4878263,4.1377573
5716.6669999999995,0.3873,0.2944,5.474,17.3031,0.5414,0.5513,1.6449,12.2125,0.2713,0.0186,1.5590000000000002,25,82,9,85,62,82,40,2,13,18,103,144,13183,0,0,36,0,19.0,9.2,4.7,43.9,8.2,5.7,3.8,3.6,1.9,16.846544,9.827555,5.7757726,37.508667,7.5077496,4.8651495,2.785072,3.3326473,3.7164032
5717.0,0.2784,1.4702,2.5586,8.6576,0.0303,1.0127,0.607,25.7718,0.14,0.015,1.3205,6,42,4,29,20,23,11,5,10,6,45,13,1686,0,76,10,0,,,,,,,,,,6.190572,9.646951,4.7978177,58.077003,6.6518583,4.401576,3.6674457,5.0343513,3.4485376
5717.3330000000005,0.3413,0.5866,4.4145,17.9476,0.2807,0.5403,1.2485,12.853,0.2733,0.0192,1.7958,20,72,3,51,27,51,21,13,21,11,76,84,6083,0,51,21,0,,,,,,,,,,17.167206,10.746325,5.8310575,36.991417,7.5224648,4.8162766,2.838233,3.667062,3.441713
5717.6669999999995,0.2442,0.7796,4.1513,12.0349,0.0301,0.6969,1.0745,19.6121,0.2272,0.0157,2.0541,33,64,5,44,19,30,11,7,11,6,70,1,877,8,83,7,2,,,,,,,,,,7.7733254,9.484349,4.9144173,55.47854,6.6953917,4.4070663,3.3288405,4.246933,3.9426389
5718.0,0.2998,1.062,2.6659,8.6275,0.0485,1.6388,0.7490000000000001,22.6381,0.1625,0.015,1.6587,11,37,3,24,19,30,13,4,10,7,71,15,1674,0,63,8,0,7.5,18.8,4.8,47.1,6.7,3.7,2.9,5.7,2.8,6.4764357,9.289345,4.604124,54.35987,6.321769,4.3655686,3.4222095,4.5239644,3.430766
5718.3330000000005,0.2089,0.2716,1.1684,5.1057,0.0,0.4256,0.426,31.3498,0.0673,0.0148,0.8891,23,24,6,19,18,24,10,5,10,5,35,3,1317,0,25,6,0,,,,,,,,,,3.3518565,5.801291,4.4823537,62.5441,6.5976663,4.4535103,3.7667246,4.5066586,4.074346
5718.6669999999995,0.2242,0.10800000000000001,1.296,4.7873,0.0,0.4614,0.4794,31.2676,0.0565,0.0155,1.0159,40,22,6,20,14,15,6,8,9,4,33,0,186,20,44,3,0,,,,,,,,,,3.2218368,5.4286156,4.4475493,62.779152,6.563341,4.5798697,3.784821,4.3614206,4.1850524
5719.0,0.2717,2.6439999999999997,8.7539,20.0366,0.1051,1.5682,2.2287,15.3483,0.3894,0.0185,2.0787,21,71,6,38,22,34,17,19,19,8,97,0,285,29,126,7,1,7.8,4.8,5.2,62.4,6.1,4.2,3.2,3.8,2.6,22.236778,15.756336,7.302002,45.98032,9.263202,6.723001,4.0127378,5.282832,3.5941274
5720.3330000000005,0.1747,1.0838,0.4226,2.9944,0.0,1.365,0.2136,34.1013,0.0282,0.0144,1.4771,62,6,5,19,17,12,5,11,11,3,16,2,414,19,24,4,3,2.0,6.5,5.8,56.7,7.1,6.6,4.9,7.5,2.9,3.1374457,7.2232327,4.5194373,64.502914,6.621521,5.0384107,4.207572,5.2005606,3.60226
5720.6669999999995,0.1688,0.8353,0.6331,3.5835,0.0,1.1519,0.295,33.0302,0.0335,0.0155,0.8846,35,20,8,13,15,12,5,5,8,4,23,2,605,9,18,4,0,,,,,,,,,,3.1387072,6.718092,4.4592834,62.764606,6.5503016,4.586017,3.9490697,4.9733233,3.659431
5721.0,0.1854,0.5918,0.589,3.2623,0.0,0.5682,0.268,33.978,0.0286,0.0155,0.9131,54,18,6,16,12,13,5,7,9,3,20,7,338,16,25,3,0,,,,,,,,,,2.678699,5.8794713,4.39173,63.932697,6.4681883,4.8422537,4.047543,4.7698402,3.9189374
5721.3330000000005,0.1845,0.6053,0.6593,3.4872,0.0,0.4937,0.3136,34.639,0.039,0.0154,0.8525,46,17,6,14,13,7,5,6,8,4,23,0,259,22,29,2,0,,,,,,,,,,2.7542002,5.9655743,4.4827833,65.22099,6.601847,4.9037995,4.119566,4.858674,4.011276
5721.6669999999995,0.09699999999999999,0.2761,0.741,3.7378,0.0,1.229,0.2982,33.2663,0.0512,0.015,1.1159,27,21,7,22,13,17,6,10,10,4,28,0,252,20,24,2,3,,,,,,,,,,3.1218798,5.9218082,4.5211387,64.47309,6.6722894,4.789553,3.9853847,4.6804113,4.084014
5722.0,0.1689,0.154,0.4032,2.7919,0.0,0.3525,0.1953,35.5278,0.0259,0.0148,0.8839,51,6,6,12,14,7,4,9,9,3,20,3,257,18,24,1,5,2.0,5.7,3.9,59.9,7.4,4.7,4.7,6.1,5.6,2.2550914,4.91881,4.374816,65.91423,6.4616776,5.1399684,4.174696,4.546735,4.303045
5722.3330000000005,0.1938,0.4903,0.4657,3.2195,0.0,0.5702,0.2466,35.3183,0.028999999999999998,0.0153,0.8641,64,21,7,14,14,2,2,11,10,3,13,0,242,17,20,2,0,,,,,,,,,,2.6242325,5.7674017,4.4819183,65.867256,6.604461,4.9980536,4.1720924,4.835828,4.0945516
5722.6669999999995,0.2468,0.0,1.0216,6.4238,0.0,0.5615,0.382,28.5448,0.0562,0.0167,0.8117,42,37,6,13,12,13,7,5,9,4,31,6,299,16,63,3,8,,,,,,,,,,3.8675451,5.8498,4.407553,58.867157,6.4402304,3.9664721,3.4127302,4.2314043,3.979323
5723.0,0.3081,0.025,1.5767,7.6181,0.0,0.4156,0.5434,27.3251,0.0954,0.0175,0.9403,34,40,6,18,12,9,7,7,10,4,35,0,285,20,80,4,1,,,,,,,,,,4.4912066,6.2580967,4.532966,59.00067,6.563782,4.011383,3.3980572,4.2085156,4.0828815
5723.3330000000005,0.3013,0.6078,1.7703,8.744,0.0233,0.6208,0.5876,26.823,0.10400000000000001,0.0174,0.9132,35,40,6,17,14,10,6,10,10,4,36,13,536,18,89,5,5,13.5,6.3,3.1,55.1,8.2,3.7,2.4,4.5,3.3,5.4142385,7.8968987,4.7159243,58.729313,6.6877837,4.025196,3.4741037,4.635906,3.825181
5723.6669999999995,0.3304,0.5715,3.0636,15.082,0.0191,0.8362,1.0085,16.6879,0.2018,0.0188,1.4653,10,64,6,19,12,13,7,15,13,6,64,5,233,20,133,7,14,,,,,,,,,,11.584372,10.182812,5.201637,45.512707,6.880385,4.025783,2.892849,4.052196,3.5124035
5724.0,0.2886,0.9413,2.701,10.7848,0.0122,0.6973,0.8027,23.6021,0.1509,0.0176,1.225,12,51,5,16,15,13,7,18,13,5,50,0,483,21,106,4,7,,,,,,,,,,6.8087697,9.316904,4.8715754,56.85532,6.730955,4.0702543,3.4019823,4.6836033,3.7195506
5724.3330000000005,0.3599,0.8087,3.0639,14.7445,0.022000000000000002,0.7127,0.9755,18.9085,0.1948,0.0196,1.1335,6,72,4,11,10,13,6,8,10,5,55,13,328,18,137,8,15,13.2,5.7,3.0,54.4,7.6,5.3,3.8,4.4,2.7,9.936244,10.506668,5.1839046,50.636135,6.931868,3.7749052,3.0275657,4.458696,3.6222162
5724.6669999999995,0.2779,0.7621,2.5182,11.2536,0.0,0.8972,0.7486,22.4231,0.1849,0.0177,1.368,21,40,7,13,15,5,4,14,12,4,28,0,244,19,49,4,3,,,,,,,,,,7.067879,9.33064,4.840546,55.471775,6.6533327,3.9860277,3.2894034,4.530677,3.717727
5725.0,0.2281,0.8742,1.0525,4.7007,0.0,0.4173,0.3437,31.9285,0.0568,0.016,0.7437,30,26,7,13,9,7,3,10,10,3,26,0,227,23,49,3,0,,,,,,,,,,3.3236372,6.6638036,4.472865,62.04656,6.5579576,4.3893137,3.8343055,4.892073,3.6983054
5725.3330000000005,0.2641,0.7290000000000001,2.0732,6.999,0.0,0.4743,0.5462,28.6072,0.111,0.0159,1.107,12,32,5,19,19,19,8,6,10,5,41,0,230,24,77,4,3,,,,,,,,,,4.64407,7.324131,4.658287,60.996502,6.69807,4.4026546,3.7007344,4.679276,3.8980272
5725.6669999999995,0.2317,0.6401,1.3068,5.7377,0.0,0.3849,0.3894,30.9332,0.0759,0.0167,0.8561,37,32,7,16,16,13,5,5,8,4,27,0,226,20,51,3,0,6.1,6.0,5.3,63.2,6.3,3.0,3.3,3.1,3.7,3.760854,6.6431007,4.5640373,62.12733,6.666459,4.348354,3.764794,4.7535625,3.8809743
5726.0,0.2897,0.017,2.0708,7.6604,0.0,0.4719,0.6239,24.4669,0.1247,0.0162,1.1256,16,34,5,14,17,6,5,16,12,4,38,6,259,20,78,4,6,,,,,,,,,,4.698047,6.193562,4.3491464,55.501183,6.242558,3.9452968,3.201327,3.8839903,3.942142
5726.3330000000005,0.1515,0.0,0.8722,4.6699,0.0,0.5971,0.3274,32.1259,0.0451,0.0152,1.0226,36,21,5,22,12,6,5,9,10,3,21,0,247,17,47,2,0,,,,,,,,,,3.145867,5.364931,4.465423,63.40565,6.586292,4.623013,3.8316867,4.3953195,4.236851
